annotator,metaphor,FAMILIARITY_synthetic,MEANINGFULNESS_synthetic,DIFFICULTY_synthetic
1,Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.,4.777288962,4.999999496,1.000000002
1,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,4.095347479,4.999954602,1.8519528
1,Durante la gara di formula uno le automobili sono frecce velocissime.,4.677844416,4.222699354,1.000000009
1,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,4.119168059,4.997527371,1.029312233
1,Nella società umana i rapporti sono corde che ci legano agli altri.,4.075598493,4.985936371,1.880797083
1,Specialmente in America certe università sono portaerei che trasportano talenti.,3.010863561,4.000013911,2.622459202
1,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,3.851801174,4.996827316,2.014061364
1,Quando si suda per la tensione le giacche sono forni di calore.,3.0,3.977031568,2.562198759
1,Quando c'è diffidenza i segreti sono muri tra le persone.,4.182421446,4.999999912,1.562176501
1,Se non curati con farmaci specifici certi malditesta sono trapani continui.,2.076322636,3.017782852,3.999989876
1,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,4.037260926,4.99998987,1.999088959
1,Nella vita le paure sono nodi che impediscono di andare avanti.,4.998073262,5.0,1.0
1,Per i distubi del sonno certe melodie sono camomille rilassanti.,3.035402701,4.001169383,2.970687785
1,Per i bambini maltrattati le carezze sono balsami che curano il trauma.,4.119197578,4.999999975,1.999447222
1,Nei processi importanti certi avvocati sono squali senza scrupoli.,4.182009263,4.939913331,1.977022866
1,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,3.320980757,4.148047164,2.962689794
1,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,4.037230915,4.817574443,1.880797083
1,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,3.092898736,4.001916605,2.85195432
1,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,3.119252482,3.998182162,2.777301752
1,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,3.970544592,4.999925154,2.000025226
1,Dopo un grave lutto certi ricordi sono spine dolorose.,4.268937976,4.999978555,1.985936375
1,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,3.2219358,4.004604788,3.002546354
1,Nelle società multietniche le lingue sono ponti tra le persone.,4.320812207,4.999993856,1.731058579
1,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,3.499122354,3.996014671,2.982444211
1,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,3.771671881,4.119202786,2.377540594
