annotator,metaphor,FAMILIARITY_synthetic,DIFFICULTY_synthetic,MEANINGFULNESS_synthetic
1,nidi d'illusione,2.123300287,3.268699112,3.954072036
1,nodo d'angoscia,3.845302108,1.952574468,4.999569443
1,occhio di stelle,3.012137223,2.000291588,4.182424727
1,fiume di sole,3.97546943,1.148047814,4.993307085
1,abbraccio del sonno,4.952557497,1.000000009,4.999997098
1,sangue dei vulcani,2.463900717,3.357393879,3.99799682
1,colore di pianto,3.048141286,2.014461937,4.000092384
1,finestra dell'anima,4.731053863,1.00000226,4.99999994
1,lama di buio,2.010886522,2.853000958,3.562245057
1,velo d'ombra,3.999978861,1.999841564,4.377540641
1,onda della musica,3.997590316,1.437823507,4.999088932
1,squillo di vetri,1.73171705,3.962491533,2.970689528
1,fiati delle rose,2.625778306,2.992628531,4.0
1,grappolo di nidi,2.513612074,2.063386252,3.679740673
1,anello delle labbra,2.943319114,1.996922841,4.005486804
1,fiume di luce,4.851952624,1.000000003,4.999999912
1,voci dei fiumi,3.999426978,1.999871419,4.924141438
1,bara di ghiaccio,1.973158444,3.020739963,3.370161896
1,fiamma dell'idea,3.998754044,1.970688272,4.999447221
1,siepe di granito,2.11887233,3.019353671,3.84049529
1,grappoli di mondi,1.45014827,4.000708839,4.0
1,grido dell'anima,4.995928576,1.000001371,4.999999997
1,onde di venti,3.003520242,2.001175305,4.000260504
1,fiori del sangue,2.765617867,3.059928784,3.89164211
1,canto delle foglie,3.996840324,1.999664652,4.904648901
1,alito di sepolcro,3.0,2.22086817,4.0455033
1,labbra di rubino,4.970687494,1.0,4.999903891
1,grido di tempesta,3.999085433,1.817574593,4.999569442
1,faccia di limone,2.310577271,3.123694743,3.053415277
1,velluto dell'ombra,2.883925872,3.007000651,4.014063501
1,ruggine del fiato,1.818180033,3.994465478,2.880747532
1,lampadina di fede,1.194496919,4.027812271,2.021792218
1,fuochi di gioia,4.071810206,1.952574199,4.962673107
1,fiore della fiamma,3.0,2.88149673,4.000425135
1,nuvole di rami,1.996835206,3.970576265,2.996309841
1,sussurro dei rami,4.022424879,1.998830728,4.880797074
1,pioggia di rose,4.995927137,1.000000238,4.99998987
1,zuffa di clamori,2.86382218,2.78031733,4.000047311
1,valle del sonno,4.013802488,1.999796582,4.985936372
1,terrazza di desolazione,2.18251215,3.024095789,4.000165088
1,bacio di marmo,3.37178726,2.01238158,4.000429384
1,torrente di voci,4.01797925,1.182425515,4.997527375
1,fumo dei pensieri,2.853906562,2.705723555,4.002269198
1,gomito di ramo,1.001501209,4.000036846,2.00033514
