annotator,metaphor,FAMILIARITY_synthetic,MEANINGFULNESS_synthetic
8,Giorgio passa dalla gioia alla disperazione ,6,7
8,L' uomo raggiunge la felicità per un istante,5,6
8,La vicina scende nei particolari della storia,4,6
8,Mara inciampa negli imprevisti della vita,5,6
8,Nino esce dall' ossessione delle scommesse,4,6
8,Lo psicologo perlustra l' animo del paziente,5,6
8,L' adolescente girovaga nei sogni di successo,5,6
8,L' operaio arranca verso la paga di fine-mese,6,6
8,Elena scivola sulla domanda di filosofia,4,6
8,Il padre sgattaiola dall' impegno dei figli,3,5
8,Luca scappa dalla realtà con la meditazione,5,6
8,L' artista pedala sull' ispirazione del momento,3,5
8,Il direttore pesta i diritti dei lavoratori,4,6
8,Franco scalcia i rimorsi di coscienza,4,6
8,La ragazza passeggia tra le pagine del diario,5,6
9,Alice disegna il suo futuro con Alberto,4,6
9,Laura ricama il discorso con tanti dettagli,4,6
9,Guido timbra il passaggio all' età adulta ,4,6
9,Gaia rammenda i rapporti con i genitori,5,6
9,Il giornalista accende l'interesse di Luca,5,6
9,Il professore apre la mente degli alunni,6,7
9,Il laureato chiude un capitolo della sua vita,6,7
9,Matilde getta la tristezza alle spalle,4,6
9,Il carabiniere monta gli indizi del delitto,6,6
9,La nonna attacca i ricordi nella memoria,6,7
9,Lo scienziato spacca il problema nei dettagli,6,7
9,Il cacciatore rompe la quiete del bosco,5,6
9,Monica butta le speranze nel dimenticatoio,4,6
9,Vittorio spezza la noia con un film,6,6
9,L'avvocato tocca il centro della questione,6,7
9,Il politico trita le idee degli avversari,6,7
9,Annalisa scava i segreti dell'animo ,4,6
9,Marcella colpisce il cuore del suo fidanzato,4,6
9,Antonio solleva il dolore del suo amico,4,6
9,Alessandro versa le energie nello studio,6,6
9,Il poliziotto strappa una confessione al ladro,6,7
9,Elisa spazza i problemi con decisione,3,5
9,Anna raccoglie le confidenze dell' amica,6,7
9,Sara sciacqua la coscienza con la beneficienza,3,5
9,Il giudice addita le colpe degli imputati,6,7
9,Il dirigente cuce nuovi rapporti di lavoro,4,5
9,Il giovane coglie l' opportunità con entusiasmo,6,7
9,L' inventore sfoglia le idee nella sua testa,5,6
9,Silvia afferra l' intuizione del collega,5,6
9,La madre costruisce la personalità del figlio,6,7
9,Adele calpesta i sogni della figlia ,4,6
9,Carlo calcia le critiche degli invidiosi ,4,6
9,L' architetto saltella da un' idea all' altra ,3,5
9,Lo studente zoppica verso l' esame di storia,3,5
9,Lisa corre verso l' amore con ingenuità,4,6
9,Il nonno cammina tra i ricordi d' infanzia,5,6
9,L' imprenditore segue l' istinto con decisione,5,6
9,Aldo fugge dagli obblighi del matrimonio,4,6
9,Marco percorre il destino del campione,3,5
9,Sofia attraversa le difficoltà con coraggio,6,7
9,Mario arriva alla decisione con fatica,5,6
9,Il paziente salta l' appuntamento con il dottore,6,6
9,Marta giunge alla conclusione del discorso,6,6
9,Il critico entra nella discussione con foga,5,6
9,Luigi avanza tra i problemi della vita,5,6
9,Giorgio passa dalla gioia alla disperazione ,6,6
9,L' uomo raggiunge la felicità per un istante,5,6
9,La vicina scende nei particolari della storia,4,6
9,Mara inciampa negli imprevisti della vita,5,6
9,Nino esce dall' ossessione delle scommesse,4,6
9,Lo psicologo perlustra l' animo del paziente,4,6
9,L' adolescente girovaga nei sogni di successo,4,6
9,L' operaio arranca verso la paga di fine-mese,6,7
9,Elena scivola sulla domanda di filosofia,4,6
9,Il padre sgattaiola dall' impegno dei figli,3,5
9,Luca scappa dalla realtà con la meditazione,5,6
9,L' artista pedala sull' ispirazione del momento,3,5
9,Il direttore pesta i diritti dei lavoratori,4,6
9,Franco scalcia i rimorsi di coscienza,4,6
9,La ragazza passeggia tra le pagine del diario,5,6
10,Alice disegna il suo futuro con Alberto,5,6
10,Laura ricama il discorso con tanti dettagli,5,6
10,Guido timbra il passaggio all' età adulta ,4,5
10,Gaia rammenda i rapporti con i genitori,6,6
10,Il giornalista accende l'interesse di Luca,5,6
10,Il professore apre la mente degli alunni,6,7
10,Il laureato chiude un capitolo della sua vita,6,7
10,Matilde getta la tristezza alle spalle,4,6
10,Il carabiniere monta gli indizi del delitto,5,6
10,La nonna attacca i ricordi nella memoria,6,7
10,Lo scienziato spacca il problema nei dettagli,6,7
10,Il cacciatore rompe la quiete del bosco,5,6
10,Monica butta le speranze nel dimenticatoio,3,5
10,Vittorio spezza la noia con un film,6,6
10,L'avvocato tocca il centro della questione,6,7
10,Il politico trita le idee degli avversari,6,7
10,Annalisa scava i segreti dell'animo ,4,6
10,Marcella colpisce il cuore del suo fidanzato,5,6
10,Antonio solleva il dolore del suo amico,4,6
10,Alessandro versa le energie nello studio,6,6
10,Il poliziotto strappa una confessione al ladro,6,7
10,Elisa spazza i problemi con decisione,3,5
10,Anna raccoglie le confidenze dell' amica,6,7
