annotator,metaphor,FAMILIARITY_synthetic,MEANINGFULNESS_synthetic,BODY_RELATEDNESS_synthetic
1,Quel cappello è un fungo,4,5,2
1,Quella grondaia è uno scolapasta,3,4,1
1,Quella casa è un gioiello,5,6,1
1,Quell'ospedale è un labirinto,5,6,1
1,Quel diario è una miniera,4,5,1
1,Quell'aiuola è un arcobaleno,4,5,1
1,Quel sonaglio è una camomilla,3,4,1
1,Quella nuvola è una perla,5,6,1
1,Quella firma è un geroglifico,5,6,1
1,Quegli abiti sono petali,4,5,2
1,Quel mare è uno smeraldo,6,7,1
1,Quella piscina è un brodo,4,5,1
1,Quel pannolino è una diga,2,3,2
1,Quell'aspirapolvere è un'astronave,3,4,1
1,Quel bar è un cimitero,4,5,1
2,Quell'alito è una fogna,6,7,7
2,Quell'uragano è un carrarmato,3,6,1
2,Quella borsa è un macigno,5,6,1
2,Quella città è una giungla,7,7,1
2,Quelle guance sono pesche,6,6,7
2,Quel bacio è un peperoncino,5,6,7
2,Quella bocca è una fragola,6,6,7
2,Quella locomotiva è un drago,4,7,1
2,Quella ruga è un burrone,5,6,7
2,Quel vestito è una tenda,4,5,1
2,Quel lago è un cristallo,5,7,1
2,Quel sorriso è una stella,6,7,1
2,Quella pelle è una porcellana,6,7,7
2,Quel prato è un velluto,5,6,1
2,Quel mento è un precipizio,4,6,7
2,Quel viso è una seta,6,7,7
2,Quella nebbia è un muro,4,6,1
2,Quell'orecchio è una padella,2,4,7
2,Quella mano è una grattugia,3,5,7
2,Quel naso è un uncino,4,6,7
2,Quei denti sono una ghigliottina,3,6,7
2,Quelle palpebre sono serrande,4,6,7
2,Quelle ciglia sono un ventaglio,5,6,7
2,Quei piedi sono zattere,3,5,7
2,Quella pancia è una mongolfiera,5,7,7
2,Quella barba è un batuffolo,4,6,7
2,Quegli zigomi sono montagne,4,6,7
2,Quelle gambe sono trampoli,4,6,7
2,Quella caviglia è un pallone,3,5,7
2,Quel braccio è una sbarra,4,6,7
2,Quei capelli sono spaghetti,4,6,7
2,Quella fronte è una pianura,4,6,7
2,Quegli addominali sono marmo,5,7,7
2,Quelle labbra sono un canotto,2,4,7
2,Quei bicipiti sono sassi,5,7,7
2,Quelle unghie sono ruspe,2,4,7
2,Quelle dita sono tentacoli,3,6,7
2,Quei peli sono aghi,4,6,7
2,Quel brufolo è un vulcano,5,7,7
2,Quel neo è una mora,6,6,7
2,Quell'autostrada è un serpente,5,7,1
2,Quella fabbrica è un alveare,5,7,1
2,Quella luna è un palloncino,4,6,1
2,Quella sigaretta è un proiettile,3,6,1
2,Quella stanza è una discarica,5,7,1
2,Quel computer è una tartaruga,3,5,1
2,Quel libro è una lanterna,3,5,1
2,Quell'automobile è un missile,4,7,1
2,Quel cavo è un gomitolo,4,5,1
2,Quel cappello è un fungo,4,6,1
2,Quella grondaia è uno scolapasta,3,5,1
2,Quella casa è un gioiello,5,7,1
2,Quell'ospedale è un labirinto,5,7,1
2,Quel diario è una miniera,4,6,1
2,Quell'aiuola è un arcobaleno,4,6,1
2,Quel sonaglio è una camomilla,2,4,1
2,Quella nuvola è una perla,5,7,1
2,Quella firma è un geroglifico,5,7,1
2,Quegli abiti sono petali,4,6,1
2,Quel mare è uno smeraldo,6,7,1
2,Quella piscina è un brodo,3,5,1
2,Quel pannolino è una diga,2,4,1
2,Quell'aspirapolvere è un'astronave,2,5,1
2,Quel bar è un cimitero,4,6,1
3,Quell'alito è una fogna,5,6,7
3,Quell'uragano è un carrarmato,3,5,1
3,Quella borsa è un macigno,4,6,1
3,Quella città è una giungla,6,7,1
3,Quelle guance sono pesche,5,6,7
3,Quel bacio è un peperoncino,4,6,7
3,Quella bocca è una fragola,5,6,7
3,Quella locomotiva è un drago,4,7,1
3,Quella ruga è un burrone,5,6,7
3,Quel vestito è una tenda,4,5,1
3,Quel lago è un cristallo,5,7,1
3,Quel sorriso è una stella,6,7,1
3,Quella pelle è una porcellana,6,7,7
3,Quel prato è un velluto,5,6,1
3,Quel mento è un precipizio,4,5,7
3,Quel viso è una seta,5,6,7
3,Quella nebbia è un muro,4,6,1
3,Quell'orecchio è una padella,2,3,7
3,Quella mano è una grattugia,3,4,7
3,Quel naso è un uncino,4,5,7
3,Quei denti sono una ghigliottina,3,5,7
3,Quelle palpebre sono serrande,4,5,7
3,Quelle ciglia sono un ventaglio,4,5,7
3,Quei piedi sono zattere,3,4,7
3,Quella pancia è una mongolfiera,5,6,7
3,Quella barba è un batuffolo,4,5,7
3,Quegli zigomi sono montagne,4,5,7
3,Quelle gambe sono trampoli,4,5,7
3,Quella caviglia è un pallone,3,4,7
3,Quel braccio è una sbarra,4,5,7
3,Quei capelli sono spaghetti,4,5,7
3,Quella fronte è una pianura,4,5,7
3,Quegli addominali sono marmo,5,6,7
3,Quelle labbra sono un canotto,3,4,7
3,Quei bicipiti sono sassi,5,6,7
3,Quelle unghie sono ruspe,2,3,7
3,Quelle dita sono tentacoli,4,5,7
3,Quei peli sono aghi,4,5,7
3,Quel brufolo è un vulcano,5,6,7
3,Quel neo è una mora,5,5,7
3,Quell'autostrada è un serpente,4,6,1
3,Quella fabbrica è un alveare,5,6,1
3,Quella luna è un palloncino,4,5,1
3,Quella sigaretta è un proiettile,4,5,1
3,Quella stanza è una discarica,5,6,1
3,Quel computer è una tartaruga,3,4,1
3,Quel libro è una lanterna,4,5,1
3,Quell'automobile è un missile,4,6,1
3,Quel cavo è un gomitolo,4,4,1
3,Quel cappello è un fungo,4,5,1
3,Quella grondaia è uno scolapasta,3,4,1
3,Quella casa è un gioiello,5,6,1
3,Quell'ospedale è un labirinto,5,6,1
3,Quel diario è una miniera,4,6,1
3,Quell'aiuola è un arcobaleno,4,5,1
3,Quel sonaglio è una camomilla,3,4,1
3,Quella nuvola è una perla,5,6,1
3,Quella firma è un geroglifico,5,6,1
3,Quegli abiti sono petali,4,5,1
3,Quel mare è uno smeraldo,6,7,1
3,Quella piscina è un brodo,4,5,1
3,Quel pannolino è una diga,2,3,1
3,Quell'aspirapolvere è un'astronave,3,5,1
3,Quel bar è un cimitero,4,5,1
4,Quell'alito è una fogna,6,7,7
4,Quell'uragano è un carrarmato,3,6,1
4,Quella borsa è un macigno,5,6,1
4,Quella città è una giungla,7,7,1
4,Quelle guance sono pesche,6,6,7
4,Quel bacio è un peperoncino,5,6,7
4,Quella bocca è una fragola,6,6,7
4,Quella locomotiva è un drago,4,7,1
4,Quella ruga è un burrone,5,6,7
4,Quel vestito è una tenda,4,5,1
4,Quel lago è un cristallo,5,7,1
4,Quel sorriso è una stella,6,7,1
4,Quella pelle è una porcellana,6,7,7
4,Quel prato è un velluto,5,6,1
4,Quel mento è un precipizio,4,5,7
4,Quel viso è una seta,5,6,7
4,Quella nebbia è un muro,4,6,1
4,Quell'orecchio è una padella,2,3,7
4,Quella mano è una grattugia,3,5,7
4,Quel naso è un uncino,4,6,7
4,Quei denti sono una ghigliottina,4,6,7
4,Quelle palpebre sono serrande,3,5,7
4,Quelle ciglia sono un ventaglio,4,5,7
4,Quei piedi sono zattere,3,5,7
4,Quella pancia è una mongolfiera,5,6,7
4,Quella barba è un batuffolo,4,5,7
4,Quegli zigomi sono montagne,4,6,7
4,Quelle gambe sono trampoli,4,5,7
4,Quella caviglia è un pallone,3,5,7
4,Quel braccio è una sbarra,4,5,7
4,Quei capelli sono spaghetti,5,6,7
4,Quella fronte è una pianura,4,6,7
4,Quegli addominali sono marmo,5,6,7
4,Quelle labbra sono un canotto,3,5,7
4,Quei bicipiti sono sassi,5,6,7
4,Quelle unghie sono ruspe,2,4,7
4,Quelle dita sono tentacoli,4,6,7
4,Quei peli sono aghi,4,5,7
4,Quel brufolo è un vulcano,6,7,7
4,Quel neo è una mora,5,6,7
4,Quell'autostrada è un serpente,4,6,1
4,Quella fabbrica è un alveare,5,7,1
4,Quella luna è un palloncino,4,6,1
4,Quella sigaretta è un proiettile,4,6,1
4,Quella stanza è una discarica,5,6,1
4,Quel computer è una tartaruga,3,5,1
4,Quel libro è una lanterna,3,5,1
4,Quell'automobile è un missile,4,7,1
4,Quel cavo è un gomitolo,4,5,1
4,Quel cappello è un fungo,4,5,1
4,Quella grondaia è uno scolapasta,3,5,1
4,Quella casa è un gioiello,5,7,1
4,Quell'ospedale è un labirinto,5,7,1
4,Quel diario è una miniera,5,6,1
4,Quell'aiuola è un arcobaleno,4,6,1
4,Quel sonaglio è una camomilla,3,4,1
4,Quella nuvola è una perla,5,7,1
4,Quella firma è un geroglifico,4,6,1
4,Quegli abiti sono petali,5,6,1
4,Quel mare è uno smeraldo,6,7,1
4,Quella piscina è un brodo,4,5,1
4,Quel pannolino è una diga,2,4,1
4,Quell'aspirapolvere è un'astronave,3,5,1
4,Quel bar è un cimitero,4,6,1
5,Quell'alito è una fogna,6,7,7
5,Quell'uragano è un carrarmato,3,6,1
5,Quella borsa è un macigno,5,6,2
5,Quella città è una giungla,6,7,1
5,Quelle guance sono pesche,7,6,7
5,Quel bacio è un peperoncino,5,6,7
5,Quella bocca è una fragola,7,6,7
5,Quella locomotiva è un drago,4,7,1
5,Quella ruga è un burrone,6,7,7
5,Quel vestito è una tenda,4,5,1
5,Quel lago è un cristallo,5,7,1
5,Quel sorriso è una stella,6,7,1
5,Quella pelle è una porcellana,7,7,7
5,Quel prato è un velluto,5,6,1
5,Quel mento è un precipizio,3,5,7
5,Quel viso è una seta,6,6,7
5,Quella nebbia è un muro,4,6,1
5,Quell'orecchio è una padella,2,3,7
5,Quella mano è una grattugia,2,4,7
5,Quel naso è un uncino,3,5,7
5,Quei denti sono una ghigliottina,4,6,7
5,Quelle palpebre sono serrande,3,5,7
5,Quelle ciglia sono un ventaglio,5,6,7
5,Quei piedi sono zattere,4,5,7
5,Quella pancia è una mongolfiera,6,7,7
5,Quella barba è un batuffolo,5,6,7
5,Quegli zigomi sono montagne,4,6,7
5,Quelle gambe sono trampoli,5,6,7
5,Quella caviglia è un pallone,4,5,7
5,Quel braccio è una sbarra,4,5,7
5,Quei capelli sono spaghetti,6,6,7
5,Quella fronte è una pianura,5,6,7
5,Quegli addominali sono marmo,5,6,7
5,Quelle labbra sono un canotto,3,4,7
5,Quei bicipiti sono sassi,5,6,7
5,Quelle unghie sono ruspe,2,4,7
5,Quelle dita sono tentacoli,4,6,7
5,Quei peli sono aghi,5,6,7
5,Quel brufolo è un vulcano,6,7,7
5,Quel neo è una mora,7,6,7
5,Quell'autostrada è un serpente,5,6,1
5,Quella fabbrica è un alveare,5,7,1
5,Quella luna è un palloncino,4,6,1
5,Quella sigaretta è un proiettile,4,6,2
5,Quella stanza è una discarica,5,7,1
5,Quel computer è una tartaruga,3,5,1
5,Quel libro è una lanterna,4,6,1
5,Quell'automobile è un missile,5,7,1
5,Quel cavo è un gomitolo,5,6,2
5,Quel cappello è un fungo,4,6,3
5,Quella grondaia è uno scolapasta,4,6,2
5,Quella casa è un gioiello,5,7,1
5,Quell'ospedale è un labirinto,5,7,1
5,Quel diario è una miniera,5,7,1
5,Quell'aiuola è un arcobaleno,5,7,1
5,Quel sonaglio è una camomilla,3,5,1
5,Quella nuvola è una perla,6,7,1
5,Quella firma è un geroglifico,5,7,1
5,Quegli abiti sono petali,5,6,2
5,Quel mare è uno smeraldo,6,7,1
5,Quella piscina è un brodo,4,5,1
5,Quel pannolino è una diga,2,4,2
5,Quell'aspirapolvere è un'astronave,3,6,1
5,Quel bar è un cimitero,4,6,1
6,Quell'alito è una fogna,5,6,6
6,Quell'uragano è un carrarmato,3,5,1
6,Quella borsa è un macigno,4,6,2
6,Quella città è una giungla,6,7,1
6,Quelle guance sono pesche,5,6,7
6,Quel bacio è un peperoncino,4,6,7
6,Quella bocca è una fragola,5,6,7
6,Quella locomotiva è un drago,4,7,1
6,Quella ruga è un burrone,5,6,7
6,Quel vestito è una tenda,4,5,2
6,Quel lago è un cristallo,5,7,1
6,Quel sorriso è una stella,6,7,1
6,Quella pelle è una porcellana,6,7,7
6,Quel prato è un velluto,5,7,1
6,Quel mento è un precipizio,4,6,7
6,Quel viso è una seta,5,6,7
6,Quella nebbia è un muro,4,6,1
6,Quell'orecchio è una padella,2,4,7
6,Quella mano è una grattugia,3,5,7
6,Quel naso è un uncino,4,6,7
6,Quei denti sono una ghigliottina,3,6,7
6,Quelle palpebre sono serrande,4,6,7
6,Quelle ciglia sono un ventaglio,4,6,7
6,Quei piedi sono zattere,3,5,7
6,Quella pancia è una mongolfiera,5,7,7
6,Quella barba è un batuffolo,4,6,7
6,Quegli zigomi sono montagne,4,6,7
6,Quelle gambe sono trampoli,4,6,7
6,Quella caviglia è un pallone,3,5,7
6,Quel braccio è una sbarra,4,6,7
6,Quei capelli sono spaghetti,4,6,7
6,Quella fronte è una pianura,4,6,7
6,Quegli addominali sono marmo,5,7,7
6,Quelle labbra sono un canotto,2,4,7
6,Quei bicipiti sono sassi,5,7,7
6,Quelle unghie sono ruspe,2,4,7
6,Quelle dita sono tentacoli,3,6,7
6,Quei peli sono aghi,4,6,7
6,Quel brufolo è un vulcano,5,7,7
6,Quel neo è una mora,5,6,7
6,Quell'autostrada è un serpente,4,6,1
6,Quella fabbrica è un alveare,5,7,1
6,Quella luna è un palloncino,4,6,1
6,Quella sigaretta è un proiettile,3,5,2
6,Quella stanza è una discarica,5,7,1
6,Quel computer è una tartaruga,3,5,1
6,Quel libro è una lanterna,3,5,1
6,Quell'automobile è un missile,4,7,1
6,Quel cavo è un gomitolo,4,5,2
6,Quel cappello è un fungo,4,6,2
6,Quella grondaia è uno scolapasta,3,5,2
6,Quella casa è un gioiello,5,7,1
6,Quell'ospedale è un labirinto,5,7,1
6,Quel diario è una miniera,4,6,1
6,Quell'aiuola è un arcobaleno,4,6,1
6,Quel sonaglio è una camomilla,2,4,1
6,Quella nuvola è una perla,5,7,1
6,Quella firma è un geroglifico,4,6,1
6,Quegli abiti sono petali,4,6,2
6,Quel mare è uno smeraldo,6,7,1
6,Quella piscina è un brodo,3,5,1
6,Quel pannolino è una diga,2,4,2
6,Quell'aspirapolvere è un'astronave,3,5,1
6,Quel bar è un cimitero,4,6,1
7,Quell'alito è una fogna,6,7,7
7,Quell'uragano è un carrarmato,3,6,1
7,Quella borsa è un macigno,5,6,2
7,Quella città è una giungla,7,7,1
7,Quelle guance sono pesche,6,6,7
7,Quel bacio è un peperoncino,5,7,7
7,Quella bocca è una fragola,6,6,7
7,Quella locomotiva è un drago,4,6,1
7,Quella ruga è un burrone,5,6,7
7,Quel vestito è una tenda,4,5,1
7,Quel lago è un cristallo,5,7,1
7,Quel sorriso è una stella,6,7,1
7,Quella pelle è una porcellana,6,7,7
7,Quel prato è un velluto,5,6,1
7,Quel mento è un precipizio,4,5,7
7,Quel viso è una seta,6,7,7
7,Quella nebbia è un muro,4,5,1
7,Quell'orecchio è una padella,2,3,7
7,Quella mano è una grattugia,3,4,7
7,Quel naso è un uncino,4,5,7
7,Quei denti sono una ghigliottina,3,5,7
7,Quelle palpebre sono serrande,4,5,7
7,Quelle ciglia sono un ventaglio,5,6,7
7,Quei piedi sono zattere,4,5,7
7,Quella pancia è una mongolfiera,5,6,7
7,Quella barba è un batuffolo,5,6,7
7,Quegli zigomi sono montagne,4,5,7
7,Quelle gambe sono trampoli,4,5,7
7,Quella caviglia è un pallone,3,4,7
7,Quel braccio è una sbarra,4,5,7
7,Quei capelli sono spaghetti,5,6,7
7,Quella fronte è una pianura,4,5,7
7,Quegli addominali sono marmo,5,6,7
7,Quelle labbra sono un canotto,3,4,7
7,Quei bicipiti sono sassi,5,6,7
7,Quelle unghie sono ruspe,2,3,7
7,Quelle dita sono tentacoli,4,5,7
7,Quei peli sono aghi,5,6,7
7,Quel brufolo è un vulcano,5,6,7
7,Quel neo è una mora,6,6,7
7,Quell'autostrada è un serpente,5,6,1
7,Quella fabbrica è un alveare,5,6,1
7,Quella luna è un palloncino,4,5,1
7,Quella sigaretta è un proiettile,3,5,1
7,Quella stanza è una discarica,5,6,1
7,Quel computer è una tartaruga,4,5,1
7,Quel libro è una lanterna,4,5,1
7,Quell'automobile è un missile,5,6,1
7,Quel cavo è un gomitolo,5,5,2
7,Quel cappello è un fungo,4,5,2
7,Quella grondaia è uno scolapasta,3,4,2
7,Quella casa è un gioiello,5,6,1
7,Quell'ospedale è un labirinto,5,6,1
7,Quel diario è una miniera,4,5,1
7,Quell'aiuola è un arcobaleno,4,5,1
7,Quel sonaglio è una camomilla,3,4,1
7,Quella nuvola è una perla,5,6,1
7,Quella firma è un geroglifico,5,6,1
7,Quegli abiti sono petali,5,6,2
7,Quel mare è uno smeraldo,6,7,1
7,Quella piscina è un brodo,4,5,1
7,Quel pannolino è una diga,2,3,2
7,Quell'aspirapolvere è un'astronave,3,5,1
7,Quel bar è un cimitero,4,5,1
8,Quell'alito è una fogna,6,5,7
8,Quell'uragano è un carrarmato,3,6,1
8,Quella borsa è un macigno,4,5,2
8,Quella città è una giungla,6,7,1
8,Quelle guance sono pesche,5,6,7
8,Quel bacio è un peperoncino,4,6,7
8,Quella bocca è una fragola,5,6,7
8,Quella locomotiva è un drago,4,6,1
8,Quella ruga è un burrone,5,6,7
8,Quel vestito è una tenda,4,5,2
8,Quel lago è un cristallo,5,6,1
8,Quel sorriso è una stella,6,7,1
8,Quella pelle è una porcellana,6,7,7
8,Quel prato è un velluto,5,6,1
8,Quel mento è un precipizio,4,5,7
8,Quel viso è una seta,5,6,7
8,Quella nebbia è un muro,4,5,1
8,Quell'orecchio è una padella,2,3,7
8,Quella mano è una grattugia,3,4,7
8,Quel naso è un uncino,4,5,7
8,Quei denti sono una ghigliottina,3,5,7
8,Quelle palpebre sono serrande,4,5,7
8,Quelle ciglia sono un ventaglio,5,6,7
8,Quei piedi sono zattere,4,5,7
8,Quella pancia è una mongolfiera,5,6,7
8,Quella barba è un batuffolo,4,5,7
8,Quegli zigomi sono montagne,4,5,7
8,Quelle gambe sono trampoli,4,5,7
8,Quella caviglia è un pallone,3,4,7
8,Quel braccio è una sbarra,4,5,7
8,Quei capelli sono spaghetti,5,6,7
8,Quella fronte è una pianura,4,5,7
8,Quegli addominali sono marmo,5,6,7
8,Quelle labbra sono un canotto,3,4,7
8,Quei bicipiti sono sassi,5,6,7
8,Quelle unghie sono ruspe,2,3,7
8,Quelle dita sono tentacoli,4,5,7
8,Quei peli sono aghi,5,6,7
8,Quel brufolo è un vulcano,5,6,7
8,Quel neo è una mora,6,7,7
8,Quell'autostrada è un serpente,4,5,1
8,Quella fabbrica è un alveare,5,6,1
8,Quella luna è un palloncino,4,5,1
8,Quella sigaretta è un proiettile,4,5,2
8,Quella stanza è una discarica,5,6,1
8,Quel computer è una tartaruga,3,4,1
8,Quel libro è una lanterna,4,5,1
8,Quell'automobile è un missile,5,6,1
8,Quel cavo è un gomitolo,5,6,2
8,Quel cappello è un fungo,4,5,2
8,Quella grondaia è uno scolapasta,3,4,1
8,Quella casa è un gioiello,5,6,1
8,Quell'ospedale è un labirinto,5,6,1
8,Quel diario è una miniera,5,6,1
8,Quell'aiuola è un arcobaleno,4,5,1
8,Quel sonaglio è una camomilla,3,4,1
8,Quella nuvola è una perla,5,6,1
8,Quella firma è un geroglifico,5,6,1
8,Quegli abiti sono petali,5,6,2
8,Quel mare è uno smeraldo,6,7,1
8,Quella piscina è un brodo,4,5,1
8,Quel pannolino è una diga,2,3,2
8,Quell'aspirapolvere è un'astronave,3,4,1
8,Quel bar è un cimitero,4,5,1
9,Quell'alito è una fogna,6,7,7
9,Quell'uragano è un carrarmato,3,6,1
9,Quella borsa è un macigno,5,6,1
9,Quella città è una giungla,6,7,1
9,Quelle guance sono pesche,5,6,7
9,Quel bacio è un peperoncino,4,6,7
9,Quella bocca è una fragola,5,6,7
9,Quella locomotiva è un drago,4,7,1
9,Quella ruga è un burrone,5,6,7
9,Quel vestito è una tenda,4,5,1
9,Quel lago è un cristallo,5,7,1
9,Quel sorriso è una stella,6,7,1
9,Quella pelle è una porcellana,6,7,7
9,Quel prato è un velluto,5,6,1
9,Quel mento è un precipizio,4,5,7
9,Quel viso è una seta,5,6,7
9,Quella nebbia è un muro,4,6,1
9,Quell'orecchio è una padella,2,3,7
9,Quella mano è una grattugia,3,5,7
9,Quel naso è un uncino,4,6,7
9,Quei denti sono una ghigliottina,3,5,7
9,Quelle palpebre sono serrande,4,6,7
9,Quelle ciglia sono un ventaglio,5,6,7
9,Quei piedi sono zattere,3,5,7
9,Quella pancia è una mongolfiera,5,6,7
9,Quella barba è un batuffolo,4,5,7
9,Quegli zigomi sono montagne,4,6,7
9,Quelle gambe sono trampoli,4,6,7
9,Quella caviglia è un pallone,3,5,7
9,Quel braccio è una sbarra,4,6,7
9,Quei capelli sono spaghetti,5,6,7
9,Quella fronte è una pianura,4,6,7
9,Quegli addominali sono marmo,5,7,7
9,Quelle labbra sono un canotto,3,5,7
9,Quei bicipiti sono sassi,5,6,7
9,Quelle unghie sono ruspe,2,4,7
9,Quelle dita sono tentacoli,4,6,7
9,Quei peli sono aghi,5,6,7
9,Quel brufolo è un vulcano,5,7,7
9,Quel neo è una mora,5,6,7
9,Quell'autostrada è un serpente,5,7,1
9,Quella fabbrica è un alveare,5,7,1
9,Quella luna è un palloncino,4,6,1
9,Quella sigaretta è un proiettile,4,6,1
9,Quella stanza è una discarica,5,7,1
9,Quel computer è una tartaruga,4,6,1
9,Quel libro è una lanterna,4,6,1
9,Quell'automobile è un missile,5,7,1
9,Quel cavo è un gomitolo,4,5,1
9,Quel cappello è un fungo,4,6,1
9,Quella grondaia è uno scolapasta,3,5,1
9,Quella casa è un gioiello,5,7,1
9,Quell'ospedale è un labirinto,5,7,1
9,Quel diario è una miniera,4,6,1
9,Quell'aiuola è un arcobaleno,4,6,1
9,Quel sonaglio è una camomilla,3,5,1
9,Quella nuvola è una perla,5,7,1
9,Quella firma è un geroglifico,5,7,1
9,Quegli abiti sono petali,5,6,1
9,Quel mare è uno smeraldo,6,7,1
9,Quella piscina è un brodo,4,6,1
9,Quel pannolino è una diga,2,4,1
9,Quell'aspirapolvere è un'astronave,3,6,1
9,Quel bar è un cimitero,4,6,1
10,Quell'alito è una fogna,3,6,7
10,Quell'uragano è un carrarmato,2,5,1
10,Quella borsa è un macigno,4,6,1
10,Quella città è una giungla,6,7,1
10,Quelle guance sono pesche,5,6,7
10,Quel bacio è un peperoncino,5,6,6
10,Quella bocca è una fragola,6,6,7
10,Quella locomotiva è un drago,4,7,1
10,Quella ruga è un burrone,5,6,7
10,Quel vestito è una tenda,4,5,1
10,Quel lago è un cristallo,5,7,1
10,Quel sorriso è una stella,6,7,1
10,Quella pelle è una porcellana,6,7,7
10,Quel prato è un velluto,5,6,1
10,Quel mento è un precipizio,3,5,7
10,Quel viso è una seta,6,7,7
10,Quella nebbia è un muro,4,6,1
10,Quell'orecchio è una padella,2,4,7
10,Quella mano è una grattugia,2,5,7
10,Quel naso è un uncino,3,5,7
10,Quei denti sono una ghigliottina,2,6,7
10,Quelle palpebre sono serrande,3,6,7
10,Quelle ciglia sono un ventaglio,4,6,7
10,Quei piedi sono zattere,3,5,7
10,Quella pancia è una mongolfiera,5,7,7
10,Quella barba è un batuffolo,4,6,7
10,Quegli zigomi sono montagne,4,6,7
10,Quelle gambe sono trampoli,4,6,7
10,Quella caviglia è un pallone,3,5,7
10,Quel braccio è una sbarra,4,6,7
10,Quei capelli sono spaghetti,5,6,7
10,Quella fronte è una pianura,4,6,7
10,Quegli addominali sono marmo,5,7,7
10,Quelle labbra sono un canotto,3,5,7
10,Quei bicipiti sono sassi,4,6,7
10,Quelle unghie sono ruspe,2,5,7
10,Quelle dita sono tentacoli,3,6,7
10,Quei peli sono aghi,4,6,7
10,Quel brufolo è un vulcano,5,7,7
10,Quel neo è una mora,5,6,7
10,Quell'autostrada è un serpente,4,6,1
10,Quella fabbrica è un alveare,5,7,1
10,Quella luna è un palloncino,4,6,1
10,Quella sigaretta è un proiettile,3,6,1
10,Quella stanza è una discarica,5,7,1
10,Quel computer è una tartaruga,3,5,1
10,Quel libro è una lanterna,4,6,1
10,Quell'automobile è un missile,5,7,1
10,Quel cavo è un gomitolo,4,5,1
10,Quel cappello è un fungo,4,6,1
10,Quella grondaia è uno scolapasta,3,5,1
10,Quella casa è un gioiello,5,7,1
10,Quell'ospedale è un labirinto,5,7,1
10,Quel diario è una miniera,4,6,1
10,Quell'aiuola è un arcobaleno,4,6,1
10,Quel sonaglio è una camomilla,3,5,1
10,Quella nuvola è una perla,5,7,1
10,Quella firma è un geroglifico,4,6,1
10,Quegli abiti sono petali,4,6,1
10,Quel mare è uno smeraldo,6,7,1
10,Quella piscina è un brodo,3,5,1
10,Quel pannolino è una diga,2,4,1
10,Quell'aspirapolvere è un'astronave,2,5,1
10,Quel bar è un cimitero,4,6,1
