annotator,metaphor,FAMILIARITY_synthetic,MEANINGFULNESS_synthetic,DIFFICULTY_synthetic
1,Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.,3.978130169,4.328297737,2.223341476
1,A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.,2.582148643,2.082199537,1.863672548
1,Negli indecisi le opinioni sono pendoli che vanno di qua e di là.,3.72522286,3.728395588,1.915353385
1,Alle sfilate di alta moda le indossatrici sono bambole di incantevole bellezza.,3.78409394,3.796947145,1.675409279
1,In certi momenti gli occhi sono oceani di profondità infinita.,3.755686328,4.433339337,2.349902886
1,Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.,3.331652722,4.181373039,2.167043912
1,Per gli animi sensibili le poesie sono sorrisi per il cuore.,4.181389505,4.294732825,1.748926524
1,Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.,3.806398472,4.304592688,2.082241963
1,Le tasche delle giacche dei nonni sono banche zeppe di monete.,3.916882948,3.797493606,1.886764134
1,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,3.901138781,4.193601483,2.508243625
1,Negli animi fragili le tentazioni sono reti molto pericolose.,3.742497077,4.090979521,2.060396493
1,Davanti ad una punizione certi bambini sono fontane inarrestabili.,3.072220623,3.266956348,2.3237036
1,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,3.947052092,4.33380528,1.809779111
1,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,4.049187268,4.361800288,2.238364713
1,Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.,3.901765431,4.315423117,2.0
1,Spesso nella vita le delusioni sono zavorre molto pesanti.,3.739742408,3.979871244,1.957979676
1,Alla prima dello spettacolo le ballerine sono farfalle molto aggraziate.,3.966724486,3.97255483,1.954476535
1,Dopo un temporale le nuvole sono perle di infiniti riflessi.,3.0,4.105671042,2.46388757
1,In certi sport americani i giocatori sono elefanti dalla mole imponente.,2.962892067,3.451725832,2.566660659
1,In politica e nel commercio certi discorsi sono fiumi che travolgono.,3.349448669,4.0,2.742497064
1,Quando il tempo stringe gli oratori sono treni ad altà velocità.,2.464064988,3.323703623,3.042496695
1,Nelle campagne elettorali certi politici sono calamite per i voti.,3.349902867,4.092474171,2.058858979
1,Nelle situazioni di crisi economica certe notizie sono terremoti destabilizzanti.,3.44086337,4.28693049,2.795394662
1,Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.,2.886764134,4.125907398,3.0
1,Per alcune persone certi profumi sono chiavi per la porta della memoria.,3.473703405,4.193601539,2.548274163
1,Specialmente per le coste italiane gli uragani sono carrarmati devastanti.,2.092474169,3.064536191,3.320156647
1,Specialmente nei paesi del terzo mondo certe malattie sono cecchini senza pietà.,2.330807047,3.902784173,3.211515523
1,Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.,3.065592096,4.286930498,2.592579013
1,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,4.203052835,4.35815078,1.650599888
1,Nei momenti di sconforto i sogni sono ali per viaggiare lontano.,3.633625018,4.197104449,2.063751321
1,Senza il perdono i rancori sono tarli che divorano l'anima.,3.349448645,4.355062924,2.657955745
1,Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.,3.424597754,4.363819129,2.112097983
1,Per i faccendieri del tribunale le borse sono macigni traboccanti di documenti.,2.58112653,3.741115023,3.136122369
1,Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.,3.033275514,3.280895462,2.59819201
1,Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.,3.424597756,4.526952929,1.60132419
1,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,3.029379469,4.429942536,2.767413314
1,Durante la gara di formula uno le automobili sono frecce velocissime.,2.74619551,3.0,1.976322815
1,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,3.294874971,4.0,2.419127628
1,Nella società umana i rapporti sono corde che ci legano agli altri.,3.612373223,4.461181099,2.143466278
1,Specialmente in America certe università sono portaerei che trasportano talenti.,2.825836887,4.155879296,2.633625014
1,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,3.126804258,4.503873477,3.349902886
1,Quando si suda per la tensione le giacche sono forni di calore.,1.86370436,2.155417827,2.924037406
1,Quando c'è diffidenza i segreti sono muri tra le persone.,3.832184309,4.262005564,2.241533277
1,Se non curati con farmaci specifici certi malditesta sono trapani continui.,2.31204625,3.128520821,3.385108627
1,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,3.053452275,4.128490987,3.089966389
1,Nella vita le paure sono nodi che impediscono di andare avanti.,4.238341827,4.677844403,2.263695916
1,Per i distubi del sonno certe melodie sono camomille rilassanti.,3.05542193,3.69797844,2.460881826
1,Per i bambini maltrattati le carezze sono balsami che curano il trauma.,3.496401428,4.725902136,2.141020026
1,Nei processi importanti certi avvocati sono squali senza scrupoli.,3.795394654,4.330807047,2.559136634
1,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,2.931597579,4.496074661,2.666194702
1,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,3.424597756,4.126807848,2.532401223
1,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,3.305981787,4.165014404,2.724074181
1,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,2.614891332,2.145961427,3.288198117
1,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,3.136295661,4.413822091,2.760608795
1,Dopo un grave lutto certi ricordi sono spine dolorose.,3.949309155,4.318232182,2.275474085
1,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,2.748697729,4.109259185,3.349448661
1,Nelle società multietniche le lingue sono ponti tra le persone.,4.0,4.518174026,1.989665727
1,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,3.305981798,3.224061135,2.808578278
1,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,3.834985657,4.324822665,2.447753813
